profile_id,rank,rating,steam_id,icon,name,clan,country,previous_rating,highest_rating,streak,lowest_streak,highest_streak,games,wins,losses,drops,last_match_time,Timestamp
199325,1,2803,76561198449406083,,[aM] Hera,,CA,2791,2838,1,-6,36,3617,2555,1062,30,1683050649,2023-05-03 22:01:34.560260
196240,2,2745,76561197984749679,,GL.TheViper,,NO,2733,2813,4,-9,22,1630,1075,555,4,1683140173,2023-05-03 22:01:34.560260
1862892,3,2707,76561199032160044,,Modri,,SI,2688,2707,9,-6,24,678,421,257,2,1682439919,2023-05-03 22:01:34.560260
251265,4,2704,76561197996386232,,[aM]MbL40C,,NO,2702,2751,9,-9,23,4355,3029,1326,96,1682857832,2023-05-03 22:01:34.560260
582058,5,2689,76561198032611326,,[aM] Hearttt,,PE,2674,2732,5,-7,14,2496,1535,961,20,1683073658,2023-05-03 22:01:34.560260
199170,6,2688,76561197992981071,,CDUB.dogao,,BR,2678,2688,13,-5,32,1744,1298,446,17,1682456591,2023-05-03 22:01:34.560260
4422938,7,2683,76561199118807671,,___MbL___,,NO,2695,2695,-1,-10,73,537,412,125,5,1683050649,2023-05-03 22:01:34.560260
2644601,8,2662,76561199057707367,,__TheMbL__,,NO,2648,2694,1,-5,39,1028,774,254,9,1683077548,2023-05-03 22:01:34.560260
208393,9,2658,76561198027378107,,[aM] Nicov,,AR,2648,2730,5,-6,22,1589,1142,447,8,1683094964,2023-05-03 22:01:34.560260
9473909,10,2656,76561199240324201,,Kalashnicov,,AR,2716,2716,2,-7,60,523,366,157,5,1680919031,2023-05-03 22:01:34.560260
3209724,11,2650,76561198410119452,,Arabia Player,,CA,2632,2668,1,-3,45,264,207,57,0,1682972872,2023-05-03 22:01:34.560260
212721,12,2648,76561198116921964,,mYi.Sitaux,FrCo,FR,2637,2711,6,-5,29,1127,776,351,6,1682447813,2023-05-03 22:01:34.560260
208611,13,2647,76561198325239137,,Villese,,FI,2644,2740,7,-7,19,2848,1868,980,14,1683032587,2023-05-03 22:01:34.560260
666976,14,2646,76561198275359848,,_Barles_,,PL,2641,2697,3,-7,12,2662,1678,984,12,1682865759,2023-05-03 22:01:34.560260
197964,15,2642,76561198179087382,,Yo,WWP,CN,2638,2799,1,-7,15,2335,1480,855,22,1683142073,2023-05-03 22:01:34.560260
4351237,16,2638,76561199114437308,,mYi.Sitaux,FrCo,FR,2636,2638,10,-4,40,318,242,76,1,1682902300,2023-05-03 22:01:34.560260
506898,17,2631,76561198362219694,,[aM] Liereyy,,AT,2618,2659,3,-6,16,1042,702,340,9,1682859601,2023-05-03 22:01:34.560260
271202,18,2617,76561198000635167,,SalzZ_Vinchester,,RU,2638,2742,-1,-6,18,1485,1028,457,7,1683019004,2023-05-03 22:01:34.560260
1486575,19,2612,76561199021127843,,CDUB.doguinhoCaRaMeLo_xD_br_2k,,BR,2606,2632,1,-6,20,1505,1089,416,6,1683133950,2023-05-03 22:01:34.560260
628503,20,2610,76561198036586732,,Valas,,FI,2601,2645,1,-7,16,2015,1177,838,2,1683124976,2023-05-03 22:01:34.560260
2368761,21,2604,76561199047138712,,Fox.Margougou,FrCo,FR,2587,2604,5,-7,16,1173,681,492,13,1682810122,2023-05-03 22:01:34.560260
11406458,22,2600,76561199406815843,,肥宝宝,,CN,2589,2659,6,-4,12,326,231,95,1,1683123002,2023-05-03 22:01:34.560260
198035,23,2582,76561198044559189,,GL.DauT,DauT,RS,2570,2608,2,-9,30,2216,1295,921,15,1683140048,2023-05-03 22:01:34.560260
4620061,24,2572,76561199124381546,,Phantom,,DE,2555,2623,4,-6,27,1955,1196,759,8,1682686519,2023-05-03 22:01:34.560260
197388,25,2558,76561198088251629,,GL.TaToH,TaToH,ES,2546,2605,5,-6,32,865,623,242,4,1682689777,2023-05-03 22:01:34.560260
2858362,26,2557,76561198400058723,,GL.JorDan_AoE,,DE,2548,2760,4,-10,27,1822,1063,759,13,1683033682,2023-05-03 22:01:34.560260
614315,27,2552,76561198135964589,,slam,,CA,2563,2612,-2,-8,14,3610,2159,1451,17,1683066731,2023-05-03 22:01:34.560260
14665996,28,2540,76561199153076089,,GG,,UA,2553,2565,-1,-2,38,106,95,11,1,1683123807,2023-05-03 22:01:34.560260
196310,29,2538,76561198275970890,,[KGB] F1Re,1KGB1,BR,2529,2592,1,-9,28,3589,2477,1112,29,1683088566,2023-05-03 22:01:34.560260
1754629,30,2533,76561198807828662,,SalzZ_classicpro,,UA,2522,2541,3,-8,22,1693,1056,637,11,1682761741,2023-05-03 22:01:34.560260
347269,31,2519,76561198364718180,,Gamdom.ACCM |AOEBuilds.com,,VN,2503,2668,1,-7,25,3384,2332,1052,45,1683129024,2023-05-03 22:01:34.560260
2090225,32,2506,76561198242526658,,miguel,,BR,2497,2557,1,-10,22,2366,1350,1016,12,1683140280,2023-05-03 22:01:34.560260
2783660,33,2490,76561199062883266,,DS_Sebastian,Biry,UY,2506,2603,-1,-7,12,2099,1154,945,25,1683129024,2023-05-03 22:01:34.560260
1531083,34,2488,76561198056609593,,mYi.FreakinAndy,,AT,2475,2672,2,-9,13,1207,721,486,7,1682979487,2023-05-03 22:01:34.560260
579679,35,2483,76561198425688505,,Fox.Margougou,SINGE,FR,2470,2579,2,-7,12,1753,985,768,16,1683069120,2023-05-03 22:01:34.560260
572017,36,2481,76561198426853065,,TheMax,,FI,2465,2537,1,-6,20,1034,687,347,1,1682599383,2023-05-03 22:01:34.560260
1966276,37,2479,76561198376755697,,MING,WWP,HK,2467,2505,2,-7,12,1418,805,613,6,1683121854,2023-05-03 22:01:34.560260
265517,38,2478,76561198198305605,,mYi.Daniel,,US,2461,2653,1,-11,10,2644,1374,1270,13,1683141844,2023-05-03 22:01:34.560260
229071,39,2476,76561198217460091,,Combi | Uzzi,Combi,MX,2459,2481,1,-8,20,2918,1496,1422,30,1682866726,2023-05-03 22:01:34.560260
288714,40,2468,76561198282860959,,Mihai06,ROTLD,RO,2485,2570,-1,-9,12,3996,2136,1860,49,1683141844,2023-05-03 22:01:34.560260
256338,41,2466,76561198007187809,,Running,,DE,2488,2560,-2,-8,13,2996,1714,1282,20,1683141292,2023-05-03 22:01:34.560260
254415,42,2464,76561198011417995,,Modri,,SI,2448,2561,1,-8,12,1021,631,390,9,1683036293,2023-05-03 22:01:34.560260
3230529,43,2440,76561198098401046,,IamChris,,CA,2428,2444,1,-13,24,1148,688,460,9,1682388272,2023-05-03 22:01:34.560260
419803,44,2435,76561198419918984,,saymyname,,VN,2427,2498,1,-7,16,3201,2052,1149,66,1683132615,2023-05-03 22:01:34.560260
728551,45,2433,76561198355342951,,RiskyDice,Biry,JP,2445,2445,-1,-7,12,837,514,323,9,1682689777,2023-05-03 22:01:34.560260
357795,46,2428,76561198367209710,,CL.DracKeN,C1own,CZ,2442,2588,-1,-13,15,7459,4196,3263,64,1683131432,2023-05-03 22:01:34.560260
230475,47,2425,76561198068729026,,El_Matador,,DE,2409,2445,5,-11,12,6346,3253,3093,21,1683102155,2023-05-03 22:01:34.560260
576919,48,2420,76561198082024695,,Babaorum,,FR,2434,2524,-3,-9,15,3195,1830,1365,16,1683049400,2023-05-03 22:01:34.560260
1407942,49,2418,76561198121306763,,3D!Dark,,RU,2438,2542,-2,-11,9,3001,1542,1459,18,1683050928,2023-05-03 22:01:34.560260
3552644,50,2416,76561199096859133,,TimeToEnjoy,,CA,2425,2471,-1,-5,20,418,287,131,0,1683078957,2023-05-03 22:01:34.560260
4632681,51,2415,76561198439558568,,Overtaken,,EE,2401,2517,2,-9,17,2455,1329,1126,17,1683134248,2023-05-03 22:01:34.560260
182749,52,2415,76561198131139989,,The_Dragonstar,,IN,2402,2502,2,-9,15,2306,1384,922,45,1683052206,2023-05-03 22:01:34.560260
10336997,53,2402,76561199326626083,,Kalong亲卫队队长,,HK,2415,2421,-1,-5,34,288,193,95,4,1682672057,2023-05-03 22:01:34.560260
452924,54,2400,76561198033713695,,JackK,,PL,2410,2473,-2,-9,12,1494,844,650,32,1682972236,2023-05-03 22:01:34.560260
217905,55,2400,76561198116269715,,chart,ALL,JP,2384,2431,1,-7,11,1176,680,496,9,1682951370,2023-05-03 22:01:34.560260
290617,56,2400,76561198273707230,,HR Sobek,,CL,2383,2446,3,-11,15,1604,965,639,28,1682898976,2023-05-03 22:01:34.560260
2621722,57,2396,76561198046946243,,Twigg,Biry,AR,2419,2478,-1,-9,18,1678,916,762,28,1682985150,2023-05-03 22:01:34.560260
3446882,58,2389,76561199091668803,,HOWL.Kozmonot,HymTr,TR,2379,2395,2,-10,18,1248,653,595,13,1683143063,2023-05-03 22:01:34.560260
5057225,59,2387,76561199141041360,,HR Whitecourt,NAPS,CL,2371,2441,3,-5,25,463,294,169,5,1682816859,2023-05-03 22:01:34.560260
2776293,60,2387,76561199063069362,,Combi | KingstoNe,Combi,MX,2374,2560,2,-6,14,2156,1185,971,14,1683083369,2023-05-03 22:01:34.560260
11906939,61,2386,76561199439830461,,APT,,,2379,2392,2,-3,20,181,134,47,1,1683129468,2023-05-03 22:01:34.560260
1224481,62,2383,76561198368620113,,IW.Kasva,HymTr,TR,2396,2504,-2,-9,13,5272,2898,2374,39,1683069120,2023-05-03 22:01:34.560260
3022245,63,2378,76561198026485316,,ARG_deaKer,CbaG,AR,2365,2378,4,-11,10,3533,1905,1628,27,1682916539,2023-05-03 22:01:34.560260
2660491,64,2377,76561199054206296,,Thành Cổ Quảng Trị &lt;Hope&gt;,LuLe,VN,2389,2444,-2,-10,12,2915,1469,1446,31,1683121854,2023-05-03 22:01:34.560260
239238,65,2373,76561198113285862,,Fedex,,AR,2418,2418,3,-7,16,733,427,306,7,1681739711,2023-05-03 22:01:34.560260
6345180,66,2367,76561199201775338,,KH_GameOnline,,MX,2351,2367,5,-6,19,770,431,339,8,1682706007,2023-05-03 22:01:34.560260
409748,67,2359,76561198099659716,,Capoch,,AR,2383,2576,-1,-6,13,1526,913,613,14,1683082075,2023-05-03 22:01:34.560260
9604749,68,2357,76561199244204429,,Eviscerate,,DE,2341,2357,3,-6,39,554,330,224,1,1682626753,2023-05-03 22:01:34.560260
