profile_id,rank,rating,steam_id,icon,name,clan,country,previous_rating,highest_rating,streak,lowest_streak,highest_streak,games,wins,losses,drops,last_match_time,Timestamp
251265,1,2776,76561197996386232,,[aM]MbL40C,,NO,2772,2776,4,-9,23,4397,3057,1340,96,1684267210,2023-05-16 22:10:19.588901
4422938,2,2762,76561199118807671,,___MbL___,,NO,2750,2762,9,-10,73,560,431,129,5,1684023756,2023-05-16 22:10:19.588901
199325,3,2758,76561198449406083,,[aM] Hera,,CA,2757,2838,6,-6,36,3633,2566,1067,30,1684106139,2023-05-16 22:10:19.588901
2644601,4,2756,76561199057707367,,__TheMbL__,,NO,2754,2756,6,-5,39,1048,790,258,9,1684191451,2023-05-16 22:10:19.588901
199170,5,2707,76561197992981071,,dogao,,BR,2691,2707,15,-5,32,1746,1300,446,17,1683745630,2023-05-16 22:10:19.588901
197964,6,2704,76561198179087382,,Yo,WWP,CN,2701,2799,3,-7,15,2370,1506,864,22,1684244863,2023-05-16 22:10:19.588901
196240,7,2697,76561197984749679,,GL.TheViper,,NO,2680,2813,1,-9,22,1655,1089,566,4,1684160375,2023-05-16 22:10:19.588901
1862892,8,2696,76561199032160044,,Modri,,SI,2717,2717,-1,-6,24,680,422,258,2,1683985636,2023-05-16 22:10:19.588901
4351237,9,2679,76561199114437308,,mYi.Sitaux,FrCo,FR,2667,2679,13,-4,40,321,245,76,1,1683729981,2023-05-16 22:10:19.588901
212721,10,2672,76561198116921964,,mYi.Sitaux,FrCo,FR,2669,2711,3,-5,29,1149,794,355,6,1684204945,2023-05-16 22:10:19.588901
11406458,11,2672,76561199406815843,,vivi_NOOB,,CN,2656,2672,5,-4,12,336,239,97,1,1683911156,2023-05-16 22:10:19.588901
3209724,12,2671,76561198410119452,,Arabia Player,,CA,2684,2757,-4,-4,45,300,231,69,0,1684187178,2023-05-16 22:10:19.588901
582058,13,2670,76561198032611326,,[aM] Hearttt,,PE,2662,2732,8,-7,14,2548,1569,979,21,1684058795,2023-05-16 22:10:19.588901
208611,14,2661,76561198325239137,,Villese,,FI,2643,2740,1,-7,19,2863,1877,986,16,1683815715,2023-05-16 22:10:19.588901
271202,15,2657,76561198000635167,,SalzZ_Vinchester,,RU,2651,2742,3,-6,18,1488,1031,457,7,1684253961,2023-05-16 22:10:19.588901
4620061,16,2652,76561199124381546,,Running,,DE,2640,2652,7,-6,27,1964,1204,760,8,1684240660,2023-05-16 22:10:19.588901
208393,17,2646,76561198027378107,,[aM] Nicov,,AR,2640,2730,2,-6,22,1606,1153,453,8,1684217763,2023-05-16 22:10:19.588901
666976,18,2642,76561198275359848,,_Barles_,,PL,2636,2697,2,-7,12,2673,1685,988,12,1684261330,2023-05-16 22:10:19.588901
1486575,19,2631,76561199021127843,,doguinhoCaRaMeLo_xD_br_2k,,BR,2627,2632,2,-6,20,1509,1092,417,6,1683929255,2023-05-16 22:10:19.588901
506898,20,2606,76561198362219694,,[aM] Liereyy,,AT,2618,2659,-2,-6,16,1044,702,342,9,1683903949,2023-05-16 22:10:19.588901
1754629,21,2581,76561198807828662,,SalzZ_classicpro,,UA,2568,2581,3,-8,22,1702,1063,639,11,1684015568,2023-05-16 22:10:19.588901
198035,22,2580,76561198044559189,,GL.DauT,DauT,RS,2594,2626,-2,-9,30,2238,1307,931,15,1684157242,2023-05-16 22:10:19.588901
628503,23,2573,76561198036586732,,Valas,,FI,2572,2645,3,-7,16,2030,1184,846,2,1684229628,2023-05-16 22:10:19.588901
347269,24,2571,76561198364718180,,Gamdom.ACCM |AOEBuilds.com,,VN,2585,2668,-1,-7,25,3394,2339,1055,45,1684225539,2023-05-16 22:10:19.588901
2858362,25,2567,76561198400058723,,GL.JorDan_AoE,,DE,2587,2760,-1,-10,27,1873,1095,778,13,1684244988,2023-05-16 22:10:19.588901
288714,26,2550,76561198282860959,,Mihai06,ROTLD,RO,2539,2578,1,-9,12,4053,2169,1884,49,1684242452,2023-05-16 22:10:19.588901
2368761,27,2549,76561199047138712,,Fox.Margougou,FrCo,FR,2604,2604,5,-7,16,1173,681,492,13,1682810122,2023-05-16 22:10:19.588901
2783660,28,2527,76561199062883266,,DS_Sebastian,Biry,UY,2516,2603,1,-7,12,2122,1167,955,25,1684173765,2023-05-16 22:10:19.588901
579679,29,2521,76561198425688505,,Fox.Margougou,SINGE,FR,2501,2579,1,-7,12,1782,1000,782,16,1684244988,2023-05-16 22:10:19.588901
197388,30,2518,76561198088251629,,GL.TaToH,TaToH,ES,2515,2605,1,-6,32,869,624,245,4,1683644977,2023-05-16 22:10:19.588901
229071,31,2512,76561198217460091,,Combi | Uzzi,Combi,MX,2499,2512,4,-8,20,2927,1502,1425,30,1684138438,2023-05-16 22:10:19.588901
409748,32,2509,76561198099659716,,Capoch,,AR,2485,2576,6,-6,13,1567,942,625,14,1684210518,2023-05-16 22:10:19.588901
10336997,33,2496,76561199326626083,,Kalong亲卫队队长,,HK,2487,2496,5,-5,34,347,228,119,4,1684242819,2023-05-16 22:10:19.588901
14665996,34,2495,76561199153076089,,GG,,UA,2523,2565,-1,-4,38,116,99,17,1,1683287622,2023-05-16 22:10:19.588901
2090225,35,2495,76561198242526658,,miguel,,BR,2489,2557,2,-10,22,2375,1355,1020,12,1684174604,2023-05-16 22:10:19.588901
419803,36,2494,76561198419918984,,saymyname,,VN,2517,2517,-1,-7,16,3233,2076,1157,66,1684216693,2023-05-16 22:10:19.588901
3552644,37,2489,76561199096859133,,TimeToEnjoy,,CA,2473,2489,4,-5,20,425,293,132,0,1683601547,2023-05-16 22:10:19.588901
1966276,38,2485,76561198376755697,,MING,WWP,HK,2503,2505,-1,-7,12,1425,809,616,6,1683449074,2023-05-16 22:10:19.588901
576919,39,2484,76561198082024695,,Babaorum,,FR,2470,2524,5,-9,15,3249,1863,1386,16,1684265788,2023-05-16 22:10:19.588901
